and	그리고
tragedies	비극
heracles	헤라클레스
merkel	메르켈
obscenity	외설
guessed	추측
emulation	에뮬레이션
ponies	포니
doves	비둘기
raccoon	라쿤
raccoon	너구리
tweet	트윗
animate	애니메이트
compilers	컴파일러
authorize	승인
idealism	관념
idealism	관념론
cassini	카시니
mainframe	메인프레임
adidas	아디다스
broaden	넓히기
habitable	거주가능성
croat	크로아티아인
galley	갤리
bachelors	총각
calmly	차분히
concorde	콩코드
diagnose	진단
battlestar	배틀스타
hackers	해커
atonement	속죄
clowns	광대
clowns	광대가
malays	말레이인
jellyfish	해파리
groin	사타구니
blenheim	블레넘
fashions	패션
bitcoin	비트코인
tilly	틸리
aoki	아오키
extremism	극단주의
wager	내기
wager	베팅
pediatrics	소아청소년과
pediatrics	소아과
recombination	재결합
obese	비만
tumour	종양
partitioned	파티션
notary	공증인
hustle	허슬
arrogance	오만
trainees	연수생
stride	걸음
staring	응시
kansai	간사이
shading	셰이딩
rug	융단
hotspot	핫스팟
stickers	스티커
neutrino	중성미자
irritation	자극
lolita	롤리타
lolita	로리타
dreadnought	드레드노트
coldplay	콜드플레이
enlarge	확대
popcorn	팝콘
overdrive	오버드라이브
buffett	버핏
vitamins	비타민
yolanda	욜란다
eradication	박멸
prophecies	예언
takeda	다케다
philly	필라델피아
dreamcast	드림캐스트
watchdog	워치독
swollen	부어
andalusian	안달루시아
associative	연관
matriculation	입학
blaster	블래스터
disseminated	파종
sparrows	참새
moriarty	모리아티
cracker	크래커
hitman	히트맨
othello	오셀로
hallucinations	환각
hirst	허스트
puppies	강아지
therapists	치료사
atl	애틀란타
intruder	침입자
renting	임대
aides	보좌관
wrapper	래퍼
interpol	인터폴
attrition	소모
puberty	사춘기
lymph	림프
dividends	배당
tomsk	톰스크
digestion	소화
mods	개조
copley	코플리
sanctuaries	서식지
zola	졸라
pies	파이
clustering	클러스터링
clustering	클러스터
irritating	자극적
malnutrition	영양실조
quests	퀘스트
rockabilly	로커빌리
maki	마키
curing	경화
taxed	세금
leona	레오나
lobbyist	로비스트
cropping	자르기
blanks	빈칸
haim	하임
coercion	강제
charlestown	찰스타운
cushion	쿠션
capitulation	항복
activision	액티비전
constructor	생성자
lynching	린치
interrupts	인터럽트
additives	첨가물
kindle	킨들
thumbs	엄지손가락
thumbs	엄지
silverstone	실버스톤
anus	항문
audiovisual	시청각
kamikaze	가미카제
virtualization	가상화
camelot	카멜롯
enclosing	둘러싸
newsletters	뉴스레터
darth	다스
determinant	행렬식
magenta	마젠타
wallet	지갑
knockouts	녹아웃
metcalf	멧커프
pumpkins	호박
collagen	콜라겐
liquidity	유동성
hobbit	호빗
racket	라켓
humiliating	굴욕
slump	슬럼프
attachments	첨부
bonfire	모닥불
mechelen	메헬렌
multipurpose	다용도
multipurpose	다목적
headphones	이어폰
headphones	헤드폰
womb	자궁
wildcards	와일드카드
autobot	오토봇
circuitry	회로
voltages	전압
deducted	공제
stamina	체력
refrigeration	냉각
refrigeration	냉동
refrigeration	냉장
virginity	처녀
gestation	잉태
gestation	임신
aerobic	에어로빅
shoal	암초
channing	채닝
hatching	부화
ejection	퇴장
patagonia	파타고니아
tutors	가정교사
curtains	커튼
shorty	짧은
blackmore	블랙모어
platonic	플라토닉
platonic	플라톤주의
doolittle	둘리틀
clam	조개
yogurt	요구르트
langston	랭스턴
geronimo	제로니모
nameless	무명
shinji	신지
beyer	바이어
murmansk	무르만스크
allocate	할당
notebooks	공책
notebooks	노트북
prerogative	특권
forgiven	용서
pencils	연필
televisions	텔레비전
rockstar	록스타
totem	토템
cages	연습장
aliases	별칭
aliases	별명
simplification	단순화
simplification	간소화
centimetres	센티미터
obstetrics	산부인과
kilogram	킬로미터
kilogram	킬로그램
sushi	스시
prudence	신중
sunglasses	선글라스
inductive	귀납적
inductive	귀납
vadim	바딤
spreadsheet	스프레드시트
airy	에어리
conjugation	활용
skunk	스컹크
insecure	불안
insecure	불안해
buffet	뷔페
cocktails	칵테일
contraception	피임
contraception	피임약
hypnotic	최면
hypnotic	수면제
cocker	코커
briscoe	브리스코
sucked	빨려
hyphens	하이픈
stool	대변
stool	변이
filthy	더러운
haram	하람
addictive	중독성
addictive	중독
taco	타코
maids	하녀
maids	하녀들
listens	듣기
listens	청취
powdered	가루
pastel	파스텔
secluded	한적한
starcraft	스타크래프트
brazilians	브라질인
candice	캔디스
squat	스쿼트
blurry	흐리게
mosquitoes	모기
snaps	스냅
downside	단점
bluebird	블루버드
bluebird	파랑새
diabetic	당뇨병
starbucks	스타벅스
nostalgic	향수
beowulf	베오울프
gallup	갤럽
diagnostics	진단
cannibal	카니발
ext	확장자
grilled	구운
merchandising	상품화
warranty	보증
debit	직불카드
jacky	재키
touchscreen	터치스크린
laplace	라플라스
backhand	백핸드
delusion	망상
gazelle	가젤
pluralism	다원주의
soundcloud	사운드클라우드
teamwork	협동
entitlement	자격
oblivious	망각
scorpio	전갈자리
discounts	할인
carbohydrates	탄수화물
ripple	리플
polarity	극성
ambulances	구급차
specs	사양
sightseeing	관광
capella	카펠라
debtor	채무자
exaggeration	과장
franconia	프랑켄
omg	대박
elapsed	경과
fedex	페덱스
lorry	트럭
synergy	시너지
orthopedic	정형외과
calculators	계산기
braces	교정
brendon	브렌던
brando	브란도
brando	브랜도
dichotomy	이분법
sprite	스프라이트
stitches	바늘
braid	브레이드
elasticity	탄력성
elasticity	탄성
whispers	속삭임
carbohydrate	탄수화물
carbohydrate	수화물
outwards	바깥쪽으로
grandsons	손자
segmented	세그먼트
salome	살로메
sucre	수크레
barbadian	바베이도스
rhea	레아
condolences	애도
catapult	투석기
excalibur	엑스칼리버
druid	드루이드
holst	홀스트
dentists	치과
colouring	색칠
hatched	부화
burgers	햄버거
burgers	버거
serenity	평온
virgo	처녀자리
whipped	휩트
skis	스키
forwarding	전달
allie	앨리
sinner	죄인
georgians	조지아인
censure	비난
wallonia	왈롱
vela	돛자리
cumming	커밍
towel	타월
towel	수건
shielding	차폐
gallatin	갤러틴
fricative	마찰음
aquarius	물병자리
ilam	일람
saucer	접시
impressionism	인상주의
tomahawk	토마호크
matte	마테
matte	매트
drawer	서랍
webcam	웹캠
shave	면도
schilling	실링
perseverance	인내
westerners	서양인
boast	자랑
sofa	소파
bake	구워
grips	그립
defection	망명
dyslexia	난독증
cheerleader	치어리더
microbes	미생물
transfusion	수혈
trending	인기
bucky	버키
watcher	감시
watcher	감시자
crossfire	크로스파이어
balzac	발자크
rapist	강간범
whitechapel	화이트채플
annotation	주석
genitalia	성기
redford	레드퍼드
pelvis	골반
venous	정맥
mattress	매트리스
gravitation	중력
commuting	통근
commuting	출퇴근
impossibility	불가능
alarms	알람
bouquet	꽃다발
initiator	개시
fdr	루즈벨트
naturalism	자연주의
marathons	마라톤
whore	창녀
whore	매춘
bathrooms	욕실
snatch	날치기
sterilization	살균
webpages	웹페이지
pickles	피클
hatchet	도끼
liters	리터
facet	측면
girlfriends	여자친구
girlfriends	걸프렌즈
skink	도마뱀과
juggling	저글링
messier	메시에
blackjack	블랙잭
sling	붕대
queenstown	퀸스타운
complements	보완
skates	스케이트
disguises	변장
radiating	방산
palawan	팔라완
bosniak	보스니아인
routers	라우터
codec	코덱
identifiers	식별자
spoils	전리품
cytochrome	시토크롬
brow	이마
standardize	표준화
polygons	다각형
playgrounds	놀이터
centimeter	센티미터
centimeter	밀리미터
minimized	최소화
crafting	공예
monolithic	모놀리식
habitual	습관
relaxing	편안하게
saki	사키
saki	사사키
folders	폴더
folders	디렉터리
chimpanzees	침팬지
fetched	가져온
ornithology	조류학
cusco	쿠스코
docs	문서
whispering	속삭임
spectrometer	분광기
montero	몬테로
repentance	회개
restructure	재구성
ruptured	파열
workstation	워크스테이션
ferocious	사나운
dehydration	탈수
cheque	수표
farnsworth	판스워스
piloting	파일럿
beacons	비콘
redshift	적색편이
glaring	화사
glaring	화사한
lefty	왼손잡이
mirroring	미러링
shockwave	쇼크웨이브
fahd	파드
wilberforce	윌버포스
inhalation	흡입
aleksei	알렉세이
registrations	등록
soaps	비누
lows	최저
geodetic	측지학
maniac	매니악
candace	캔디스
radiated	방사
spaniard	스페인인
tribeca	트라이베카
skateboard	스케이트보드
injections	주사
resistor	저항기
chimpanzee	침팬지
sardinian	사르데냐
confiscation	몰수
ssh	시큐어
pickle	피클
radium	라듐
pitbull	핏불
redeemed	사용됨
gulag	수용소
pollination	수분
federalism	연방주의
federalism	연방제
intruders	침입자
touchstone	터치스톤
paramedic	구급대원
tumblr	텀블러
enlistment	입대
rationing	배급
keita	케이타
individuality	개성
pharrell	퍼렐
drawbacks	결점
norwegians	노르웨이인
bracelets	팔찌
hamstring	오금
plugins	플러그인
hamster	햄스터
fertilizers	비료
supermodel	슈퍼모델
coolant	냉각재
coolant	냉각수
sauces	소스
ripping	추출
incursion	침공
paragon	파라곤
bridal	신부
tweets	트윗
visualize	시각화
lotto	복권
microprocessors	마이크로프로세서
showroom	전시장
sawtooth	톱니
depressing	우울
hotline	핫라인
creditor	채권자
guidebook	가이드북
capillary	모세혈관
dancehall	댄스홀
fundamentalism	근본주의
kamchatka	캄차카
simulators	시뮬레이터
kula	쿨라
czechs	체코인
mailbox	사서함
dresser	드레서
eyebrows	눈썹
eyebrows	눈썹이
shaving	면도
billiard	당구
foggy	포기
foggy	안개
borgia	보르자
patio	테라스
meditations	명상
ramparts	성벽
refund	환불
windhoek	빈트후크
cation	양이온
aloe	알로에
diagnoses	진단
ostrich	타조
spleen	비장
measles	홍역
refraction	굴절
confessing	고백
polygonal	다각형
pharmacists	약사
collie	콜리
canvases	캔버스
geophysics	지구물리학
ellipse	타원
lovelace	러브레이스
balconies	발코니
feathered	깃털
overwhelm	압도
turkestan	투르키스탄
snipers	저격수
fermat	페르마
capricorn	염소자리
hypocritical	위선
bakers	베이커
copland	코플랜드
rodin	로댕
tossing	던지기
slider	슬라이더
spinoza	스피노자
scrambled	스크램블
bathtub	욕조
peres	페레스
bookstores	서점
motherland	조국
figs	무화과
parenthesis	괄호
piss	오줌
salih	살레
amputation	절단
palatal	경구개
censoring	검열
followup	후속
tuner	튜너
steph	스테파니
stocking	스타킹
astrologer	점성술
antivirus	안티바이러스
condoms	콘돔
preposition	전치사
microsystems	마이크로시스템즈
envelopes	봉투
kristine	크리스틴
mailer	전령
ligaments	인대
pharaohs	파라오
cortina	코티나
delusional	망상
dilation	팽창
disbelief	불신
goldfish	금붕어
intoxication	음주
isobel	이자벨
tactile	촉각
witherspoon	위더스푼
backpack	배낭
snapping	스냅
intonation	억양
virgins	처녀
spiro	스피로
blueberry	블루베리
converters	변환기
converters	컨버터
cleaners	세탁소
spectacles	안경
homeowner	집주인
compress	압축
contagious	전염성
contagious	전염
asterix	아스테릭스
carrots	당근
tandy	탠디
kaluga	칼루가
lithuanians	리투아니아인
orgasm	오르가슴
quicksilver	퀵실버
courteous	예의
genitals	생식기
fuses	퓨즈
lookup	찾기
ueno	우에노
underlined	밑줄
bosniaks	보스니아인
hyphenated	하이픈
insiders	종사자
georgy	게오르기
waterproof	방수
tunneling	터널링
lockdown	폐쇄
beauties	미인
werewolves	늑대인간
vulnerabilities	취약점
slipper	슬리퍼
widget	위젯
joystick	조이스틱
suction	흡입
carrara	카라라
cheaply	저렴하게
timid	소심한
cheerleaders	치어리더
bedding	침구
environmentalism	생태주의
caprice	카프리스
chromosomal	염색체
ovary	난소
fluorine	플루오린
condom	콘돔
broth	육수
broth	국물
annihilated	전멸
gimp	김프
backstreet	백스트리트
angelique	안젤리크
kernels	커널
sausages	소시지
smoker	흡연
teleport	텔레포트
gluten	글루텐
abort	중단
abort	중지
injure	다치
interns	인턴
analyzer	분석기
iguana	이구아나
wrench	렌치
hysterical	히스테리
brie	브리
vigor	활력
supremes	슈프림
overlaid	겹쳐
lemonade	레모네이드
fudge	퍼지
clams	조개
segmentation	세그멘테이션
voiceover	해설
voiceover	해설자
ecstatic	황홀한
angling	낚시
tochigi	도치기
kostroma	코스트로마
soybean	대두
receptionist	안내원
alcohols	알코올
chipset	칩셋
normalization	정규화
retrograde	역행
muffin	머핀
breakwater	방파제
cyan	청록색
firemen	소방관
excretion	배설
ainu	아이누어
ainu	아이누
uncharted	언차티드
swimsuit	수영복
tasty	맛있는
trappers	사냥꾼
kidman	키드먼
picky	까다롭다
messi	메시
reprisals	보복
watermelon	수박
sweater	스웨터
ticks	눈금
michaela	미카엘라
buckets	버킷
buckets	양동이
apathy	무관심
configure	설정
gluck	글루크
freezer	냉동
freezer	냉장고
fists	주먹
bodybuilder	보디빌딩
bodybuilder	보디빌더
borel	보렐
equaliser	이퀄라이저
butchers	정육점
leonidas	레오니다스
accented	악센트
pregnancies	임신
rebate	리베이트
append	추가
exhausting	지치게
recycle	재활용
protectors	보호자
twister	트위스터
netherland	네덜란드
superpower	초강대국
presto	프레스토
hairstyle	헤어스타일
asymmetry	비대칭
corneal	각막
goku	손오공
mitigating	완화
cataract	백내장
pharmacies	약국
governess	가정교사
burgundian	부르고뉴
pinning	고정
rabies	광견병
buffers	버퍼
custard	커스터드
foodstuffs	식료품
descriptor	서술자
bittorrent	비트토렌트
impala	임팔라
alignments	선형
stratification	계층
decoder	디코더
automate	자동화
enclose	동봉
catalysis	촉매
workstations	워크스테이션
buttocks	엉덩이
electrochemical	전기화학
yum	냠냠
porno	포르노
lollipop	롤리팝
koala	코알라
paradoxes	역설
circling	순회
sketched	스케치
tosca	토스카
groceries	식료품
allergies	알레르기
allergies	알레르기가
birthdate	생일
birthdate	생년월일
filesystem	파일시스템
bulletproof	방탄
debugging	디버그
debugging	디버깅
affleck	애플렉
symmetries	대칭
dealerships	대리점
communicative	의사소통
intercession	중재
locarno	로카르노
wallaby	왈라비
machining	가공
dialysis	투석
authorisation	인증
calorie	칼로리
